date,MASSCA-0.MosaikAgent-ExternalGrid-0.production[MW],MASSCA-0.MosaikAgent-ExternalGrid-0.consumption[MW],MASSCA-0.MosaikAgent-steptime,GridSim-0.Bus-3-value,GridSim-0.ExternalGrid-0-value,GridSim-0.Bus-0-value,GridSim-0.Bus-4-value,GridSim-0.Bus-5-value,GridSim-0.Bus-2-value,GridSim-0.Bus-1-value
2016-01-01 00:00:00,0,0,3.354585886001587,-2.0635239769621396,0.04489834331854486,-0.04489834331854486,4.153970068342071,-6.3092094571182145,4.218137014777376,0.0
2016-01-01 00:00:01,0.04489834331854486,0,0.05490922927856445,-2.0635239769621396,0.04489834331854486,-0.04489834331854486,4.153970068342071,-6.3092094571182145,4.218137014777376,0.0
2016-01-01 00:15:00,0.04489834331854486,0,5.480174779891968,-2.122409100987441,0.04505380846630724,-0.04505380846630724,4.417392726603666,-6.046584927275056,3.753031847802021,0.0
2016-01-01 00:15:01,0.04505380846630724,0,0.03344440460205078,-2.122409100987441,0.04505380846630724,-0.04505380846630724,4.417392726603666,-6.046584927275056,3.753031847802021,0.0
2016-01-01 00:30:00,0.04505380846630724,0,4.930385112762451,-2.112211731090135,0.04539127041406869,-0.04539127041406869,4.40491978255009,-5.796172700480717,3.507331283624581,0.0
2016-01-01 00:30:01,0.04539127041406869,0,0.0457308292388916,-2.112211731090135,0.04539127041406869,-0.04539127041406869,4.40491978255009,-5.796172700480717,3.507331283624581,0.0
2016-01-01 00:45:00,0.04539127041406869,0,5.328683853149414,-2.1355613858915348,0.04966766304649155,-0.04966766304649155,4.400767189410798,-6.336793348968861,4.075053236918285,0.0
2016-01-01 00:45:01,0.04966766304649155,0,0.05152559280395508,-2.1355613858915348,0.04966766304649155,-0.04966766304649155,4.400767189410798,-6.336793348968861,4.075053236918285,0.0
2016-01-01 01:00:00,0.04966766304649155,0,5.064051151275635,-2.0839189440959363,0.04236528799592276,-0.04236528799592276,3.6160728543779737,-5.665985232434778,4.136015917124718,0.0
2016-01-01 01:00:01,0.04236528799592276,0,0.03333091735839844,-2.0839189440959363,0.04236528799592276,-0.04236528799592276,3.6160728543779737,-5.665985232434778,4.136015917124718,0.0
