date,MASSCA-0.MosaikAgent-ExternalGrid-0.production[MW],MASSCA-0.MosaikAgent-ExternalGrid-0.consumption[MW],MASSCA-0.MosaikAgent-steptime,GridSim-0.Bus-3-value,GridSim-0.ExternalGrid-0-value,GridSim-0.Bus-4-value,GridSim-0.Bus-0-value,GridSim-0.Bus-2-value,GridSim-0.Bus-1-value,GridSim-0.Bus-5-value
2016-01-01 00:00:00,0,0,4.561350584030151,-5.587778593150183,-2.0420432138968603,4.153970068342071,2.0420432138968603,4.218137014777376,0.0,-4.876911168705256
2016-01-01 00:00:01,0,2.0420432138968603,1.8970308303833008,-5.587778593150183,-2.0420432138968603,4.153970068342071,2.0420432138968603,4.218137014777376,0.0,-4.876911168705256
2016-01-01 00:15:00,0,2.0420432138968603,4.722579002380371,-3.4726483852498546,-0.6432786691369909,4.417392726603666,0.6432786691369909,3.753031847802021,0.0,-5.384716157483815
2016-01-01 00:15:01,0,0.6432786691369909,0.051674604415893555,-3.4726483852498546,-0.6432786691369909,4.417392726603666,0.6432786691369909,3.753031847802021,0.0,-5.384716157483815
2016-01-01 00:30:00,0,0.6432786691369909,3.8251688480377197,-5.2557010859777264,-0.6627567677390045,4.40491978255009,0.6627567677390045,3.507331283624581,0.0,-3.361242786983354
2016-01-01 00:30:01,0,0.6627567677390045,0.03198981285095215,-5.2557010859777264,-0.6627567677390045,4.40491978255009,0.6627567677390045,3.507331283624581,0.0,-3.361242786983354
2016-01-01 00:45:00,0,0.6627567677390045,3.9541025161743164,-5.576185708497938,-0.9319846719041632,4.400767189410798,0.9319846719041632,4.075053236918285,0.0,-3.8785095350979404
2016-01-01 00:45:01,0,0.9319846719041632,0.04311537742614746,-5.576185708497938,-0.9319846719041632,4.400767189410798,0.9319846719041632,4.075053236918285,0.0,-3.8785095350979404
2016-01-01 01:00:00,0,0.9319846719041632,5.339836597442627,-4.771809783110648,-2.0262646170905496,3.6160728543779737,2.0262646170905496,4.136015917124718,0.0,-5.0521174963114035
2016-01-01 01:00:01,0,2.0262646170905496,0.04514646530151367,-4.771809783110648,-2.0262646170905496,3.6160728543779737,2.0262646170905496,4.136015917124718,0.0,-5.0521174963114035
