date,MASSCA-0.MosaikAgent-ExternalGrid-0.production[MW],MASSCA-0.MosaikAgent-ExternalGrid-0.consumption[MW],MASSCA-0.MosaikAgent-steptime,GridSim-0.Bus-2-value,GridSim-0.Bus-5-value,GridSim-0.Bus-3-value,GridSim-0.Bus-4-value,GridSim-0.Bus-1-value,GridSim-0.ExternalGrid-0-value,GridSim-0.Bus-0-value
2016-01-01 00:00:00,0,0,6.737414121627808,4.218137014777376,-4.303630533981639,-6.875160546990777,4.153970068342071,0.0,-2.75128701736815,2.75128701736815
2016-01-01 00:00:01,0,2.75128701736815,0.15625262260437012,4.218137014777376,-4.303630533981639,-6.875160546990777,4.153970068342071,0.0,-2.75128701736815,2.75128701736815
2016-01-01 00:15:00,0,2.75128701736815,6.479688405990601,3.753031847802021,-5.787987202481304,-4.091231738230228,4.417392726603666,0.0,-1.6610286957882037,1.6610286957882037
2016-01-01 00:15:01,0,1.6610286957882037,0.15845370292663574,3.753031847802021,-5.787987202481304,-4.091231738230228,4.417392726603666,0.0,-1.6610286957882037,1.6610286957882037
2016-01-01 00:30:00,0,1.6610286957882037,6.529537200927734,3.507331283624581,-3.731012765180175,-4.558599556316878,4.40491978255009,0.0,-0.3372480891017296,0.3372480891017296
2016-01-01 00:30:01,0,0.3372480891017296,0.14063000679016113,3.507331283624581,-3.731012765180175,-4.558599556316878,4.40491978255009,0.0,-0.3372480891017296,0.3372480891017296
2016-01-01 00:45:00,0,0.3372480891017296,8.124229669570923,4.075053236918285,-5.9697673612468805,-4.594823347883192,4.400767189410798,0.0,-2.0370923351422143,2.0370923351422143
2016-01-01 00:45:01,0,2.0370923351422143,0.12500596046447754,4.075053236918285,-5.9697673612468805,-4.594823347883192,4.400767189410798,0.0,-2.0370923351422143,2.0370923351422143
2016-01-01 01:00:00,0,2.0370923351422143,7.575286626815796,4.136015917124718,-6.003177140110338,-4.177229514370495,3.6160728543779737,0.0,-2.3804091818530733,2.3804091818530733
2016-01-01 01:00:01,0,2.3804091818530733,0.15459990501403809,4.136015917124718,-6.003177140110338,-4.177229514370495,3.6160728543779737,0.0,-2.3804091818530733,2.3804091818530733
